,time,open,high,low,close,tick_volume,spread,real_volume,RSI,ATR,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
75,0.2423476300131483,-0.6662821318405064,-0.6131941704978269,-0.6529589691433508,-0.7077033289525813,1.284776963780298,-0.5,1.5198420114869156,-1.5591353646350008,0.9265076316026202,0.9265076316026207,0.92650763160262,0.5107282780659369,0.6869709618198999,0.7730765330825515,-0.07524991386285061,1
82,0.4617570069797846,-0.957888874858435,-0.8270438202803762,-0.8792133259180064,-0.8773632168097417,0.7594719030355693,-0.5,0.8275983606428716,-1.0650110390079572,2.2707866555947325,2.270786655594733,2.270786655594732,0.7534840460637047,0.3677281826317591,-0.31392861204429057,1.198926685773487,1
96,0.8606831469191234,1.2485929599525583,1.193658747201106,1.3107345187652768,1.3052246793053532,-0.7888956358684232,-0.5,-0.2713978969107056,0.8876768769552262,1.5332208295000183,1.5332208295000196,1.5332208295000187,0.8446560957967774,0.30485541473112154,-0.5937382044065816,1.5680441500494164,1
90,0.6612200769494541,0.9557459236042127,0.9395934072434391,0.986205263465187,0.9045503482271768,-0.6972284778903647,-0.5,-0.035062745843061946,0.6250868894256747,2.85872063546197,2.8587206354619705,2.8587206354619696,0.7705136438229284,0.2762910497913949,-0.5456855604622769,1.4394672603921097,1
34,-0.9344844828079011,-0.6841974799465222,-0.7899529979229197,-0.8341012609169246,-0.6779262874103045,-0.1543499205384434,-0.5,0.27159450948934605,0.7823990760103966,-1.0986384255854555,-1.0986384255854553,-1.0986384255854567,-1.2737794604151325,-1.425276778311323,-1.2792936738728187,-0.34772390806576076,1
40,-0.7749140268321656,-0.3810146658447057,-0.3898340534441345,-0.42642699966099484,-0.33708303515196,-0.2745146405822195,-0.5,0.09927056408143956,1.2922891606412688,-1.0825075588159596,-1.0825075588159587,-1.08250755881596,-0.9360263352209726,-1.156478366702975,-1.1858605317144038,0.009177336063317753,1
48,-0.5355583428685623,0.2666940733728115,0.3404339691614572,0.39586184054333884,0.41274442024286956,0.2574398513111767,-0.5,0.6044764360922583,2.081973843285488,-0.8123757302283097,-0.8123757302283096,-0.8123757302283102,-0.3540543943736269,-0.6416266444625548,-0.9084400486066435,0.4730674923307186,1
28,-1.1538938597745374,-1.1818307261836405,-1.2536562093002006,-1.1276766993085796,-1.1826125170849915,-1.0059520669356392,-0.5,-0.49445719953469786,0.058465061626031385,-0.3230326450193993,-0.32303264501939877,-0.32303264501940016,-1.5701150510425048,-1.5607909400457054,-1.1353143716234109,-0.9068825878162526,1
105,1.1399314448766604,0.743104522622803,0.6559097549270716,0.6602879446266021,0.7170242354446507,-0.9888535296962087,2.0,-1.4965925423690412,-0.3054664313016495,0.15631893316064766,0.15631893316064788,0.15631893316064732,1.1921268652171024,0.6491054464455059,-0.3450965619549619,1.7087258716391742,1
22,-1.313464315750273,-1.102314142666937,-1.1296125433208695,-1.0985273650001879,-1.1664082665712876,-0.6183852228418791,-0.5,-0.2710685519632915,0.18122404598146638,-0.3386819933778619,-0.3386819933778619,-0.3386819933778626,-1.5540160083205465,-1.5506300645564233,-1.136832662700561,-0.8826330031007826,1
