,time,open,high,low,close,tick_volume,spread,real_volume,RSI,ATR,ROC,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
501,1676592000,36.38,37.05,36.38,36.96,9709,0,14199130000,57.23526799970659,0.7614285714285722,3.2402234636871614,0.9137142857142866,1.2182857142857155,38.79351168861999,35.91833333333334,33.04315497804668,0.1600953100247779,1
482,1674432000,34.82,35.66,34.68,35.5,18638,0,31045500000,61.45780281815579,0.9971428571428568,8.198719902468753,1.196571428571428,1.5954285714285708,35.33261481688603,33.187333333333335,31.04205184978064,0.129283149206687,1
641,1694390400,26.59,27.01,26.34,26.51,14504,0,25762670000,48.90888757399693,0.6421428571428576,3.232087227414337,0.770571428571429,1.0274285714285722,29.218267085586728,26.831000000000003,24.44373291441328,0.1779484242545357,1
690,1700179200,27.44,27.65,27.12,27.58,14251,0,21533150000,67.0193213737322,0.8471428571428573,17.964071856287422,1.016571428571429,1.355428571428572,27.47549507411829,24.825,22.174504925881703,0.213534346353941,1
850,1720656000,37.38,38.44,37.18,38.26,15358,0,26876200000,64.44057630500726,0.860714285714285,6.514476614699322,1.032857142857142,1.377142857142856,37.51623860678681,36.26200000000001,35.00776139321321,0.0691764716114279,1
218,1641168000,44.04,44.74,44.0,44.67,10093,0,16057520000,58.60889414543772,1.0142857142857136,5.3041018387553045,1.2171428571428562,1.622857142857142,45.071708736358325,43.33533333333334,41.59895793030835,0.0801367045994024,1
436,1668384000,36.78,36.98,36.04,36.05,12314,0,18066460000,56.13976838652256,0.9499999999999998,1.9225332202431435,1.1399999999999997,1.5199999999999998,37.1259168244247,34.47033333333333,31.81474984224196,0.1540793624135558,1
301,1651536000,37.93,38.51,37.76,38.3,16674,0,27521930000,38.67407551025788,1.215714285714286,-3.331650681474004,1.458857142857143,1.9451428571428575,47.24074563860729,41.21266666666666,35.18458769472604,0.2925352547893345,1
502,1676937600,36.49,36.64,35.83,36.06,10387,0,16540030000,48.66622695435613,0.7957142857142863,-0.6337834114080928,0.9548571428571436,1.273142857142858,38.79417969989168,35.971333333333334,33.14848696677499,0.1569497766679955,1
107,1627344000,35.67,36.54,35.42,36.38,13136,0,21149650000,43.80775088916082,1.3371428571428556,-1.8613434043701045,1.6045714285714268,2.139428571428569,40.19752728442709,37.598333333333336,34.99913938223958,0.1382611259946142,1
2,1614211200,36.75,36.82,35.21,35.3,27742,0,47705600000,67.5302666619412,0.9385714285714286,9.968847352024907,1.1262857142857143,1.5017142857142858,35.96910399879175,32.064,28.158896001208248,0.2435818362519805,1
489,1675209600,35.77,37.06,35.73,36.78,17883,0,26122940000,66.3803878190393,0.960714285714286,7.074235807860261,1.152857142857143,1.5371428571428576,36.984003291481166,33.993,31.00199670851884,0.1759776007696386,1
724,1704758400,35.03,35.47,34.95,35.3,12192,0,18723190000,66.90955917931032,0.8057142857142868,0.7132667617689016,0.9668571428571442,1.289142857142859,38.05438566448196,32.723,27.39161433551804,0.3258494431734228,1
696,1701129600,27.18,27.47,26.89,27.45,11202,0,18537960000,63.506512325693535,0.6685714285714283,4.851031321619556,0.8022857142857139,1.0697142857142852,28.691391482391783,25.37,22.04860851760821,0.2618361436650996,1
347,1657497600,33.57,33.83,33.14,33.53,8408,0,13595600000,39.30461891786218,1.096428571428572,-1.35333921741689,1.3157142857142865,1.7542857142857151,40.51747600393038,35.78433333333333,31.051190662736275,0.2645371440349345,1
557,1683676800,25.09,25.1,23.93,24.25,20783,0,39078790000,38.67235465246467,1.1278571428571431,-12.895114942528735,1.3534285714285716,1.8045714285714287,28.355763819003165,26.008333333333333,23.6609028476635,0.1805137188595834,1
528,1680048000,26.75,27.09,26.52,27.02,18460,0,37751250000,36.89028047145489,2.135,-14.709595959595962,2.562,3.416,41.11087713101189,31.42233333333333,21.73378953565478,0.6166660950923581,1
285,1649376000,40.58,40.89,40.23,40.55,13684,0,22131360000,32.623574055082784,1.3685714285714283,-12.739401764579302,1.642285714285714,2.189714285714285,49.11233800492734,44.57033333333333,40.02832866173932,0.2038129101537199,1
903,1727222400,42.82,42.82,42.05,42.1,6121,1,2487548,52.12866193060634,1.032142857142858,0.9592326139088694,1.2385714285714295,1.6514285714285728,43.666060512073805,41.75833333333333,39.85060615459286,0.0913698908197392,1
349,1657670400,33.26,33.32,32.48,33.03,16409,0,26026010000,36.51172171964832,1.1128571428571443,-4.121915820029033,1.3354285714285732,1.780571428571431,39.99119234896747,35.41233333333333,30.83347431769919,0.2586025028361574,1
344,1657065600,33.4,33.87,32.91,33.28,12185,0,17390180000,36.508966085857615,1.2364285714285717,-3.7593984962405935,1.483714285714286,1.9782857142857144,40.67660463145631,36.10266666666667,31.52872870187704,0.2533850480919028,1
95,1625788800,37.19,38.12,37.01,38.09,11831,0,18872720000,45.22058216391604,0.884285714285714,3.2529140688533555,1.0611428571428567,1.4148571428571426,43.37314905874321,39.564,35.75485094125679,0.1925563167901733,1
165,1634515200,43.53,44.44,43.42,44.06,14526,0,21689220000,64.21657149535787,0.9571428571428572,1.101422670949986,1.1485714285714284,1.5314285714285714,46.02532926835429,41.60433333333334,37.18333739831239,0.2125257433931215,1
818,1716422400,37.63,37.63,36.6,36.82,6570,0,11132910000,44.35654489016451,0.6228571428571428,-1.9962736225712003,0.7474285714285713,0.9965714285714284,40.02272395471607,37.086000000000006,34.14927604528394,0.1583737234922108,1
