,time,open,high,low,close,tick_volume,spread,real_volume,RSI,ATR,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
20,-1.3009151926330593,-1.331197302424585,-1.4328536808726304,-1.2061490933099326,-1.3405617384434787,-0.1800050428371896,-0.5388159060803247,-0.14774394930496404,-0.33752701031340754,-0.4273311111384589,-0.4273311111384601,-0.4273311111384608,-1.3970957556751429,-1.3438617623607236,-1.1833332105239276,-0.8516271671996077,1
101,1.1104385133378762,1.229794320762847,1.3071783715594878,1.294668118377074,1.3078938986416018,-0.3207798030546682,1.8559214542766738,-1.0454901741436002,1.8867900780986262,-1.2128157710424048,-1.212815771042404,-1.212815771042406,0.705853214193937,0.8065289376620435,0.8810800472444954,-0.07521094198078915,1
92,0.8267498420471779,0.3228884416071166,0.21566503696945682,0.33751747145355115,0.19764423824193103,-0.9045677863207614,-0.5388159060803247,-0.5748913523454082,-0.05887013905289618,0.6470400042316701,0.6470400042316703,0.6470400042316679,0.22206681790398358,0.3102898990133953,0.40274292529832145,-0.2364094162190284,1
91,0.8064863655264137,0.3152093063052079,0.3250491024827455,0.4373335049645749,0.340804002408696,-0.7228649009282332,-0.5388159060803247,-0.44330893946109173,0.3480899771208305,0.6888211031627269,0.6888211031627277,0.6888211031627259,0.24452907764600468,0.2495358224904766,0.2389164873709639,0.09836273029282579,1
26,-1.138807380466946,-1.2789791823715895,-1.391737684615863,-1.1860311330673994,-1.2507061417856176,-0.6922812469512729,-0.5388159060803247,-0.44607253152447063,-0.27060126770908016,-2.3814927954283642,-2.381492795428364,-2.3814927954283656,-1.6264386454366666,-1.4117538776457659,-1.0385431342671858,-1.6350475135792473,1
28,-1.0982804274254176,-0.18623822890960537,0.29091506785448595,-0.08573346134125036,0.37963989587946556,3.1698045868745686,-0.5388159060803247,2.7319284289138794,2.2376454283441025,-0.08114486285253539,-0.08114486285253464,-0.08114486285253651,-1.0590313370290916,-1.300807438062449,-1.5233600185701366,0.5332846401712605,1
48,-0.47011265528172863,-0.7560300683114243,-0.7974951726784332,-0.6149905692601566,-0.6628373229731714,0.05431971778040252,-0.5388159060803247,0.05836805364413493,-0.9440673008278802,-0.3950999776773759,-0.39509997767737587,-0.39509997767737687,-0.171616391011732,-0.203842684767467,-0.23142302234639336,0.06555053868971976,1
63,-0.004052695304152833,-1.1998840887619024,-1.175296874132126,-1.07460858403184,-0.9986535782792456,-0.2829999952007762,-0.5388159060803247,-0.20323782275541247,-1.239731334299275,-0.33899393054135957,-0.3389939305413593,-0.3389939305413609,-0.36731179536593933,-0.2325886327235539,-0.043079437931529706,-0.686181797947086,1
44,-0.5916935144063136,-0.1754874394869262,-0.28315733271170235,-0.2892343668714735,-0.42068410486130925,-0.04012980185432752,-0.5388159060803247,-0.004563897932450488,-0.4705802294701552,-0.10263228515994482,-0.10263228515994309,-0.1026322851599465,-0.07869676952320462,-0.362559076066576,-0.7035276298875396,1.1156281005055548,1
75,0.3201629290280738,-0.5164410468917898,-0.08223199251353489,-0.36893244013996196,0.050677033538823836,0.32327596893072896,-0.5388159060803247,0.7285202326575375,0.483860605305957,1.1269257690969985,1.126925769096999,1.126925769096997,-0.50767393466291,-0.3350404831917624,-0.08967317135049134,-0.9027496610660735,1
64,0.016210781216611334,-1.058587999206731,-1.0418638296761997,-0.9337828623341192,-0.8829073859742063,-0.26186129318728896,-0.5388159060803247,-0.12236850525634874,-0.9477796695137332,-0.593261761178958,-0.5932617611789575,-0.5932617611789597,-0.3744225545333823,-0.24809206532908556,-0.06833667247552447,-0.6562456464697963,1
40,-0.7132743735308986,-0.3106402208005696,-0.42512388582469024,-0.3650636016317819,-0.40697731893045297,-0.6446067275165998,-0.5388159060803247,-0.40135666712120005,-0.28438387094890694,2.7050575630073506,2.705057563007352,2.7050575630073497,-0.12170328106030605,-0.6182365187860959,-1.2157516431314146,1.9689803301159396,1
