,time,open,high,low,close,tick_volume,spread,real_volume,RSI,ATR,ROC,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
268,1647388800,24.49,24.72,23.21,24.55,109829,0,3033422400000,53.7763834731262,1.4049999999999998,9.647163912460922,1.6859999999999995,2.248,26.82191655253861,23.94633333333333,21.070750114128057,0.2401689794572818,1
793,1713398400,84.98,86.19,82.4,84.69,117974,0,2607590100000,46.19347904329288,3.4107142857142847,-6.108647450110871,4.092857142857142,5.457142857142856,94.5226242686751,88.97333333333333,83.42404239799156,0.1247405425297866,1
100,1626307200,19.81,19.83,18.86,18.97,33422,0,2740084400000,49.13253423130465,0.5400000000000004,-1.2493492972410305,0.6480000000000005,0.8640000000000007,21.299342191928805,18.96833333333333,16.637324474737856,0.2457789851783296,1
671,1698019200,41.25,43.25,40.95,42.97,129715,0,2889352200000,44.97920385666866,1.6078571428571422,-1.309141019751953,1.9294285714285704,2.572571428571428,47.25373650542114,43.90433333333333,40.55493016124552,0.1525773388543793,1
346,1657238400,15.43,16.04,15.39,15.84,113070,0,3293098900000,45.292009938968064,0.7914285714285715,1.53846153846154,0.9497142857142856,1.2662857142857145,19.722424816464557,16.865666666666666,14.00890851686878,0.3387661106150032,1
18,1616025600,13.06,13.14,12.72,12.73,13844,0,992574400000,43.9687457345788,0.6114285714285713,-7.148067104303431,0.7337142857142855,0.9782857142857142,15.682743620038956,13.693666666666669,11.70458971329438,0.2905104968290385,1
821,1716940800,113.05,115.49,110.9,114.76,132145,0,2755585000000,79.51136825087565,3.890714285714284,27.05934455270152,4.66885714285714,6.225142857142854,109.2063685471563,90.927,72.64763145284368,0.4020669008579698,1
572,1685577600,38.49,40.05,38.34,39.77,154920,0,3605912900000,75.7389588675986,1.902857142857142,39.15325402379288,2.2834285714285705,3.044571428571428,38.65951123580042,30.415000000000003,22.170488764199582,0.5421345543843774,1
889,1725494400,104.98,109.65,104.76,107.21,446066,1,199809936,40.14328970809175,6.055714285714283,-12.801952013013429,7.266857142857139,9.689142857142857,134.54360302330204,115.20033333333332,95.8570636433646,0.3358196826392642,1
508,1677628800,23.21,23.26,22.51,22.7,101164,0,2579481100000,59.03219879485255,1.0878571428571429,2.206213417379552,1.3054285714285714,1.7405714285714289,24.680542858989075,21.005333333333333,17.33012380767759,0.3499310834380864,1
720,1704240000,47.47,48.18,47.32,47.57,79132,0,1886687400000,46.72109073483835,1.1328571428571432,-0.188837599664281,1.359428571428572,1.8125714285714287,50.78034018129187,48.17,45.55965981870812,0.1083803272282281,1
43,1619136000,14.9,15.34,14.9,15.27,13552,0,924457600000,58.54011980655288,0.5357142857142858,9.149392423159394,0.6428571428571429,0.8571428571428573,16.285481397160968,14.014666666666669,11.743851936172364,0.3240626101932692,1
870,1723075200,101.99,105.5,97.52,105.06,585440,0,2459350670000,42.89365584366895,8.913571428571428,-10.958555809814383,10.696285714285713,14.261714285714286,138.2226837490643,118.46,98.69731625093569,0.3336600329067078,1
899,1726704000,117.32,119.66,117.25,117.87,420046,1,190431311,52.22611027223022,5.695714285714287,0.2295918367347025,6.834857142857143,9.11314285714286,133.98900073341244,117.13866666666668,100.28833259992092,0.2876989220766114,1
364,1659484800,18.18,18.97,18.14,18.89,102060,0,2568154400000,64.85867658374173,0.8292857142857141,22.901756668835404,0.9951428571428568,1.3268571428571423,19.03658437525357,16.52466666666667,14.012748958079762,0.3040203786565829,1
71,1622678400,16.69,17.26,16.58,16.97,35755,0,3031148400000,72.67469100104259,0.5328571428571435,24.231332357247428,0.6394285714285721,0.8525714285714296,16.713508240456985,15.013,13.312491759543017,0.2265380990417618,1
239,1643673600,25.11,25.15,23.89,24.64,111764,0,2942920000000,43.93776320912302,1.578571428571428,-11.430625449317038,1.8942857142857137,2.525714285714285,32.35700344575967,26.873,21.388996554240325,0.4081422577129218,1
727,1705017600,54.62,54.97,54.33,54.71,88181,0,2299025500000,72.57015013113535,1.361428571428571,11.6758522147377,1.6337142857142852,2.178285714285713,54.08768168844371,49.01266666666667,43.93765164488963,0.2070899368235574,1
237,1643328000,22.0,22.86,21.3,22.84,117087,0,3072390000000,33.603725745199185,1.5821428571428566,-16.18348623853211,1.898571428571428,2.5314285714285707,32.47650570724879,27.107666666666667,21.738827626084547,0.3961122221695305,1
913,1728432000,134.13,134.52,131.38,132.65,343237,1,157367503,65.65758629257944,4.5664285714285695,12.539238143717654,5.479714285714283,7.306285714285711,132.95226118037917,118.012,103.07173881962083,0.2531990167165908,1
368,1660003200,17.25,17.45,16.72,17.09,154833,0,4310320800000,47.23367379417971,0.8442857142857143,-3.988764044943824,1.0131428571428571,1.350857142857143,19.5943812296804,16.741333333333333,13.888285436986264,0.3408387897834185,1
16,1615852800,13.44,13.51,13.12,13.28,11571,0,889840400000,49.4564423679163,0.6657142857142856,-8.413793103448281,0.7988571428571427,1.065142857142857,15.680218901533909,13.727666666666666,11.775114431799423,0.2844696454654456,1
286,1649635200,22.22,22.32,21.66,21.92,115832,0,3187958500000,35.602878443913866,1.2935714285714286,-16.875237011755782,1.5522857142857145,2.069714285714286,29.432681379823197,24.862,20.29131862017681,0.3676841267656014,1
872,1723420800,106.32,111.07,106.27,109.12,565058,0,2256840220000,46.83826956944229,8.975714285714284,-10.87151841868823,10.77085714285714,14.361142857142855,137.73431113499635,117.34033333333332,96.94635553167028,0.3476038838875473,1
