,open,high,low,close,tick_volume,real_volume,RSI,ATR,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
19,0.811373161120816,0.9381271861400856,0.3035999978149685,0.156384113193586,-0.2045527369630357,-0.8955664762459052,-0.7594531992979531,-0.5367111700448185,-0.5367111700448183,-0.5367111700448196,1.2099709168934114,1.107457679984865,0.6028987739069107,0.6810511133771834,1
26,-0.0067383213185395,-0.2449648858686622,-0.5846583452263411,-0.4398516124900168,0.158997940625869,0.4078530661468177,-0.9913339233739026,2.3463016742867477,2.3463016742867477,2.346301674286746,0.7223335887918922,0.4792659236329021,0.0061700251791807,0.7163002617308677,0
32,0.2057169861366426,0.0305497062429663,0.2298577957511619,0.0746146422426937,-0.3691794588900869,0.0578193262121834,0.6225049096302532,-1.1553923945870688,-1.1553923945870683,-1.1553923945870694,-0.3620179332696003,-0.3764064589151983,-0.2680303868871044,-0.1281198182451895,0
17,-0.2509033761550903,-0.4718592558429431,-0.2226511714585614,-0.5250281447305316,-0.6423468381661007,-0.2811871613013838,0.0018994542342764,-0.8200130102392474,-0.8200130102392468,-0.8200130102392473,0.1342162023629149,-0.1805717373569976,-0.523295574208409,0.5933387485653937,1
30,0.909673378003065,0.8733002232902903,0.8499626767422697,1.1171753968665945,-0.3074444381674427,-0.1185931133465547,1.058338001229126,-0.9304174038444268,-0.9304174038444266,-0.9304174038444276,0.6971986811080231,0.8333301683808304,0.7270796998999244,0.0726324027123808,0
36,-0.1430902350584299,-0.3681361152832699,-0.2125954166316783,-0.2252067512439165,0.0314929305058979,0.270868417443015,0.0255032698261967,-1.1303951733934448,-1.1303951733934443,-1.1303951733934443,-0.4563089383997346,-0.422025879886782,-0.2358814397408835,-0.2515955069216767,0
33,1.12847063493452,1.1909523412542835,1.3225831536057595,1.1069542129977323,0.2054000803847192,-0.8955462455284723,0.6086357896206459,-0.9345836073767028,-0.9345836073767028,-0.9345836073767032,1.1407395806223828,1.0702634673909155,0.6193085526188824,0.5995743543285381,0
28,0.6242856515707341,0.5005451869039713,0.622032233999591,0.6538150614781947,-0.6024006482867428,-0.3083626878417836,1.1652561502117604,-0.7700185678519923,-0.7700185678519917,-0.7700185678519929,0.2986552667693439,-0.4214094012250096,-1.202559956049527,1.3548879534233382,0
4,-1.0087663385698429,-1.2692308988954109,-1.3723591399988286,-1.3972358348734029,-0.5212977779256219,0.1274841006512663,-0.8245695172398689,0.2881971293448447,0.2881971293448449,0.2881971293448436,-1.4086819885293542,-1.0623417165870397,-0.2603930845986148,-1.2078104024239944,1
14,-0.7994820058527995,-0.620961270397468,-0.457285450752494,-0.6136117382606637,-0.5765768487687739,-0.3384087326194184,0.2579254215674229,-0.861675045561961,-0.861675045561961,-0.8616750455619615,-2.0808845468641644,-1.3220847260829214,0.096159496980257,-2.2219516980833194,1
10,0.3896335209485903,0.4746144017640541,0.1762271033411215,0.7730622066149133,0.3175722095408962,-0.8955348825241048,-0.0030080707665464,0.0548897315376709,0.0548897315376714,0.0548897315376703,1.14197682150295,1.070468960278182,0.6181220895101033,0.6017940777966614,1
35,0.2849913545900686,0.8181973048679646,0.622032233999591,1.0456271097845593,-0.2271485615412584,0.0407549748975596,1.9050271289608995,-0.3117361793021759,-0.3117361793021763,-0.3117361793021761,-1.262234402806448,-1.0547384797584616,-0.4333525421720562,-0.9050228880522664,0
23,1.1696933065303046,1.4048813186586038,1.4432522115283526,1.5192086290418214,1.7863008071253723,1.924441389439428,2.237935251286433,-0.4471377941009858,-0.4471377941009862,-0.4471377941009876,-0.3033391793044068,-0.7691033664678956,-1.1070878190801756,0.6675232805471856,0
24,1.2743354728888263,1.3141235706688914,1.51364249531653,1.3181920129542055,-0.429300492142858,-0.8955571337602791,0.003548665131865,0.2319533816591925,0.2319533816591912,0.231953381659192,1.5092513456707854,2.490835797015088,2.910008706659084,-0.9555975674207416,0
34,1.702417062537325,1.7063266959101449,-0.7421985041808377,-0.0139689512874433,5.079238742533865,4.865132856137532,0.007149855426469,1.283919773557631,1.2839197735576309,1.2839197735576304,-0.2305306488698019,-0.7173191588785357,-1.0997047939661604,0.7343983075726275,0
20,-0.2635872751076405,-0.4686179077004517,-0.3500240659324085,-0.589762309233322,-0.5890852516602901,-0.344754766211153,-0.6506943380360748,-1.1178965627966304,-1.1178965627966309,-1.1178965627966315,-0.6251465368805511,-0.4953868406383846,-0.1621221744665602,-0.4873040479565831,0
18,-1.5478320440531406,-1.6581926759941776,-1.503083952748305,-1.63573012514684,0.4208674076127715,0.4176467251550221,-1.5836291573672492,0.7652274337898906,0.7652274337898904,0.7652274337898904,0.3764987091876252,-0.4000381409500331,-1.260787650775393,1.4837646914685456,1
25,1.2553096244600033,1.3206062669538694,1.4197887835989618,1.3011567065061036,0.2049965835172509,-0.895546588145634,0.9280163411724358,-0.8929215720539918,-0.8929215720539918,-0.8929215720539924,1.048034347205863,1.0086156012131018,0.618247768396403,0.5099601873037705,0
6,-0.6789849658035934,-0.6436507073948984,-0.6181775279826199,-0.8418848446652437,0.601230507371085,0.4980898879527509,-1.1289158810775242,-0.3492320110926168,-0.3492320110926166,-0.3492320110926177,0.3077750402906361,-0.218382428612728,-0.8193462493068823,1.0257963499544358,1
13,-1.3575735597649154,-1.28867898775035,-1.177947880012424,-1.1621486058895782,-0.4188095735886832,-0.1392037775506772,-1.1068552612593678,-0.8741736561587772,-0.8741736561587767,-0.8741736561587784,-1.1087115744549088,-0.5644324507575457,0.3235170387501967,-1.4029500633980487,1
7,0.1327845671594894,-0.0764147824591983,0.2499693054049282,-0.0446325028940297,-0.4220375485284293,-0.0948909567808061,-0.1532115695094019,0.7110667878703614,0.7110667878703626,0.7110667878703626,0.7189954579261132,0.7638735724871633,0.5640366194488474,0.233337790172397,1
38,0.2088879608747812,0.0208256618154968,0.1427079205848474,-0.1025525448175755,-0.7734833200932861,-0.4389455230777918,0.3751924237741136,-1.1262289698611714,-1.1262289698611712,-1.126228969861172,-0.2106614628295745,-0.3188684504825684,-0.3501555749828606,0.0962255912022381,0
1,0.8430829085021891,0.8506107862928599,0.9773355712161168,1.209166051686349,-0.4692466820222161,-0.8955749150975391,0.4930553664252006,0.6110779030958544,0.6110779030958536,0.6110779030958529,1.1894341213541058,1.1380761201865146,0.6887828877278769,0.5877627151446897,1
16,0.3198720767095758,0.4778557499065455,0.0723176367966653,0.0201016616087654,1.5486411521865655,1.3936057627761131,0.0406816715573469,1.625548463203858,1.6255484632038577,1.625548463203857,-0.1544686670574423,-0.6589591788968586,-1.083702292807477,0.7967878377344496,1
0,-1.3924542818844272,-0.974268217928848,-1.2248747358712104,-0.9032119478784166,0.947027322791386,0.901324757369412,-0.592838004667506,0.9131276591855076,0.9131276591855084,0.9131276591855066,0.3770075207952743,-0.3751735015916448,-1.2130760335158428,1.4419844653569542,1
15,-1.2751282165733553,-1.408608869022471,-1.1980593896661904,-1.1587415445999607,-0.7375720988886107,-0.4092534659751524,-0.5192960987427522,0.2361195851914535,0.2361195851914548,0.2361195851914524,-1.0942906550674103,-0.9004133214266516,-0.3484833491675322,-0.8056934402420713,1
5,-1.6683290841023466,-1.6517099797091994,-1.627104928946523,-1.3972358348734029,-0.7944651572016358,-0.4030404459340221,-0.8775843376386511,0.4756762882970432,0.4756762882970426,0.475676288297043,-0.9619464729340944,-0.7477321061929191,-0.2211724907018153,-0.7804518841220015,1
11,-1.5985676398633322,-1.7003302018465425,-1.637160683773406,-1.5267041638789838,-0.5588229866001704,-0.2887689336858295,-1.980013737146332,-1.3574532659022176,-1.3574532659022172,-1.3574532659022185,-0.9807125158332908,-0.6431362265778858,0.0063341495588303,-0.997249110221882,1
9,0.313530127233303,0.1115834098052092,0.1091887378285686,0.3505866067019621,0.3478344746010159,-0.8955189234724882,-0.5379427913607129,0.427764947675928,0.4277649476759281,0.4277649476759276,1.0880478407751646,1.0359461552185971,0.6201100985074829,0.5474655907299718,1
8,-1.807851972580376,-1.5998484094293606,-1.6103453375683858,-1.7004642896496354,0.2288028986978784,0.4589903402146293,-1.673202647432403,0.8173049779432785,0.8173049779432783,0.8173049779432767,0.3793858896897664,-0.4031205342589299,-1.2704845954735833,1.4952265395877489,1
12,-0.2160226540355831,0.1115834098052092,0.1594675119629844,0.2211182776963765,0.158997940625869,0.2501569203860149,1.1904000760772788,-0.6762789883758953,-0.6762789883758955,-0.6762789883758964,-1.7552768676994044,-1.2098856096392925,-0.1030381691993646,-1.7064260099302595,1
37,-1.021450237522393,-1.0715086622035386,-0.9868885383016536,-0.9475037446434827,0.1848217401438378,0.5440911226633575,-0.7669492033875672,-1.0262400850866664,-1.0262400850866655,-1.0262400850866664,-1.1101852553272342,-0.5075109209866969,0.4361237341535789,-1.5013035886182873,0
