,open,high,low,close,tick_volume,real_volume,RSI,ATR,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
19,-0.2680392963780457,-0.3555071192443692,-0.163693549918286,-0.1907637797983476,-1.046837234560637,-0.3499858113935792,-0.7461874562488502,-0.5038861580804277,-0.5038861580804271,-0.5038861580804275,1.3616710004107588,0.710733827011239,-0.0655519707793283,2.482344284725542,1
26,1.3039251808081884,1.3056840237631575,1.51925538512252,1.382908488596989,0.3388211382214929,-1.823745354466184,1.460802993173657,-0.0614773672533918,-0.0614773672533913,-0.0614773672533916,0.0781624587350703,-0.0064501874496962,-0.0987632486977486,0.3146739419120001,0
32,0.0690777876888981,0.5483762968038431,0.359596504937147,0.8138627724231958,0.0268419803733498,0.1706032532479602,1.9176110027256807,-0.1568067273405544,-0.1568067273405541,-0.1568067273405542,-1.2054364802211717,-1.127069809520599,-0.943060036422939,-0.5037966821211074,0
17,-0.7237716507648426,-0.8025629709655112,-0.7278844366474774,-0.8119821309305102,0.2069657960366174,0.4545979175175381,-1.2159177981747316,-1.014770968125008,-1.0147709681250074,-1.014770968125008,-0.4669800326514607,-0.1038595816306866,0.3037443502753298,-1.3706389140479756,1
30,1.529918485312326,1.4901250992000217,1.542111732346091,1.520013319999204,-0.3051509347707118,-0.2060062018502685,-0.4424667325151033,-1.0161136351684912,-1.016113635168491,-1.0161136351684912,1.1860774964362366,1.7426070231562858,2.201964876308976,-1.6664481143766292,0
36,0.2963196739858751,0.1880443944602972,0.4401952030413191,0.2520969588017295,-0.3110373339753938,0.3250058052941439,0.0415643039145768,-1.34439572729963,-1.34439572729963,-1.34439572729963,-0.2384941493697537,0.0540729934820721,0.3705038366950336,-1.074385459067513,0
33,1.8957529506146045,1.7014383843031795,1.7466158917148862,1.823342593012955,-1.6531363526428773,-1.8239280669624511,1.584072823090794,0.2587487226168573,0.2587487226168578,0.2587487226168572,0.4351035039912651,0.2560651899467249,0.0372830601109852,0.7046011024876068,0
28,-0.7300145597290468,-0.8929513125703336,-0.9396063898763416,-1.0704186715382256,-0.7171988790984479,-0.2926160291510513,-0.059107785352413,-0.3702907872540544,-0.3702907872540544,-0.3702907872540549,-0.7628470474828368,-0.7715745194492047,-0.7140704962666993,-0.1021234540494383,0
4,-0.9859738272613549,-0.972346477493488,-0.9684775653166424,-1.132297843233033,0.4012169697911216,0.4139060059056528,-1.4535071178700725,-0.9154136069074036,-0.9154136069074034,-0.9154136069074036,-0.4532248209913427,-0.168616249311572,0.1584404271320494,-1.091528841784143,1
14,0.8481928264213948,0.769461294512933,0.8804806285058905,1.0237666293487102,-1.540117487912984,-1.8239184752975712,1.6075744445026834,-0.0534213649925005,-0.0534213649925013,-0.0534213649925013,-0.4607209308106739,-0.4936931531115579,-0.4869610920304079,0.0392830197221357,1
