,open,high,low,close,tick_volume,real_volume,RSI,ATR,ROC,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
158,-1.252057227638636,-1.2875288634596211,-1.3859540912589239,-1.4223215332387908,0.03355878918367732,0.022672565655401492,-0.8998100458531912,-0.5643721138474218,-0.6152334407103752,-0.5643721138474225,-0.5643721138474219,-1.4952765154456547,-1.3335874206193115,-1.0588740254454319,-1.0768855892188482,0
150,-0.7092093140237792,-0.7650173081315265,-0.696219589378779,-0.672456834441083,-0.5313153115554397,-0.21790141660152537,0.4201306301746628,-1.0660740263434378,-0.47421120829696634,-1.0660740263434385,-1.0660740263434378,-0.8884361843609042,-0.8781306660174336,-0.8095231443635827,-0.17348430236105428,0
102,-0.9243394817940458,-0.9821757730051457,-1.0114547364903625,-0.9940068560360803,0.8423126294483579,2.1047239826309645,-0.9041931710397273,0.161928910638096,-0.29714446676785516,0.16192891063809542,0.16192891063809575,-0.8734917017036816,-0.7700123767739695,-0.5995762832664268,-0.6165975841110873,1
163,-1.4542126187534978,-1.4202368142157218,-1.4157963518521541,-1.4026433418130553,0.09433878657322589,0.1885842681679575,-0.5141912460617089,-0.38790138299852595,0.2990398379528273,-0.387901382998527,-0.387901382998526,-1.5323504915429917,-1.524102061198574,-1.4162792433426272,-0.28156404904206606,0
112,-0.5401186763210781,-0.5952842551268581,-0.5760099199468959,-0.6335191365135635,-0.6760476803393022,-0.42400736599530914,-0.012769597827699016,-1.3439060447460254,-0.153960518597708,-1.3439060447460263,-1.3439060447460252,-0.9239112931223906,-0.7911806701716663,-0.5852255798910254,-0.7666849512619535,1
246,-0.995491482807559,-1.0616341385048798,-1.0677767494409658,-1.1271486618527584,-0.1711938270223644,0.004459429552166233,-1.180774304611301,-0.584790214937372,-1.2788827928730049,-0.5847902149373729,-0.5847902149373717,-0.8800551537756153,-0.8525010317147007,-0.7654044278636166,-0.25567104798577933,0
39,-0.2509067192602718,-0.04489987001613397,-0.5608786328855393,-0.013028079216967964,4.348558728857941,3.654375931867954,0.48171603062801965,-0.11663232566056483,0.8652264187876474,-0.11663232566056529,-0.11663232566056471,-0.4271258735420102,-0.3109403976455963,-0.15524409411993656,-0.5753751738382333,1
170,0.9900678866518711,0.9955471044070884,1.0846488350369272,1.061736120567351,1.0223733717148955,0.9425164834176079,2.239239364240092,-0.19538785843610107,2.4248555082874885,-0.19538785843610154,-0.19538785843610093,0.4623243928066564,0.11533303386367254,-0.2972610656759409,1.5185122427245794,0
85,-0.007734292267032051,0.00044547992874067945,0.05319943368782493,-0.013446764140919401,-0.6585734310898069,-0.3809210664078048,1.3706936027450498,0.09265321051146895,1.4979706553559573,0.09265321051146835,0.09265321051146871,-0.4818096489527756,-0.5616985243770224,-0.6187926884820264,0.3082730711196746,1
243,-0.8377014570305338,-0.9072935437383799,-0.8319808594015007,-0.889754309972077,-0.7596201767499314,-0.6555150524750313,-0.4560751643253684,-0.7211539615024238,-0.5270411350140091,-0.7211539615024244,-0.7211539615024237,-0.8807291108124097,-0.8521933530315936,-0.7639703669204851,-0.2605342961620103,0
282,1.0126691105032228,1.0496287144330847,1.0657347262102315,0.9960025875069157,-0.456479939769558,-0.5125786825150362,0.5746173964950629,0.9297953551995896,1.0493996351496508,0.9297953551995886,0.9297953551995899,0.6637449850458547,0.7992565946059421,0.9059936394044426,-0.45033343219176386,0
17,0.10527182698972255,0.13939361645707188,0.10826050604998162,0.24153235454573738,-0.3060494462304253,-0.3623303777319486,0.6573862678737031,-0.14142573412693576,0.3088626857262398,-0.14142573412693624,-0.14142573412693563,-0.24176246448332903,0.008460843286787211,0.300088423113593,-1.1010825939876068,1
111,-0.07344525790892388,-0.04573189478576394,-0.02918201809066805,0.008743536828527057,-0.6965609294582749,-0.6803806649078479,-0.7409905330536886,-0.8597053617556807,-0.3024803778041287,-0.8597053617556815,-0.8597053617556806,0.07149465481255253,0.31832404504288414,0.5860255274296164,-1.004864358899397,1
131,-1.012233130104855,-1.0674583118922942,-1.1413316171003351,-1.1723666336395548,-0.47471393898642256,-0.4263154707225986,-0.260579180141286,-0.7999094942779583,-0.09698013821773806,-0.7999094942779599,-0.7999094942779593,-1.0192105119986712,-1.1189046194820678,-1.1632258465700227,0.3606672106502563,1
42,-1.6823175631791696,-1.7480545734502273,-1.7621347001454137,-1.785321362305018,-0.1605573274791934,0.01356096356948225,-1.1167463457194533,0.7139468579629347,-1.4068617927414953,0.7139468579629341,0.7139468579629343,-1.5708125748304038,-1.5871761912353113,-1.5040279699772148,-0.15484733487559346,1
108,-1.8183434474697082,-1.7821675890050872,-1.7268283636689161,-1.7170757197008717,0.007347415309434502,0.08361961894502816,-1.2400530534859848,-0.23330718903173334,-1.2773158246280818,-0.2333071890317338,-0.2333071890317332,-1.389335364370238,-1.4476131405784105,-1.4223973596756596,0.10233056448585201,1
292,-1.2805180280440407,-1.2738004547607142,-1.2619616000617013,-1.2238648792856288,2.3678905639260273,2.2115210203396813,-2.503812376985153,1.360763131776839,-2.548797703337304,1.3607631317768383,1.360763131776839,0.30144679846116573,-0.11357990636722462,-0.5908674142760552,1.8449735267378278,0
5,0.20655879313836917,0.30039040938061734,0.2747046637248981,0.33908594182651175,0.12700803517010822,0.006027531237118633,2.0134199658467242,-0.2632051227705864,2.279662519748777,-0.26320512277058744,-0.26320512277058644,-0.31921346063359624,-0.447595884747145,-0.5686645893008463,0.545879078718296,1
89,0.256365193847829,0.3573841061003222,0.29530002666952193,0.32024512024868035,1.2126907385409196,1.5415036398807658,-1.437303450121979,3.0022326158299464,-1.4270724368800627,3.002232615829945,3.002232615829946,1.263316178193253,1.263774486425292,1.1828898949985684,0.12770446835106117,1
38,0.09438975624647986,0.06035126334215278,0.09396984604759089,0.036795426733298414,-0.20424295060293143,-0.04061027955017353,0.56832379677558,0.10577913264072121,0.7186894443116678,0.10577913264072061,0.10577913264072097,-0.3843017094567917,-0.2908797475070826,-0.16305563357305566,-0.466510327522584,1
174,0.9172417209086297,1.3300210617986394,0.9669610467819356,1.3866356215539635,0.162716283636468,0.186731743544964,0.5265730140132119,1.1215796618659495,0.5421862704984933,1.1215796618659488,1.1215796618659493,1.0370323165337156,1.3407403090042673,1.6089859345066833,-0.9899301065692677,0
67,0.8607386612802523,1.013019624569333,0.9635985385460794,1.0659229698068702,0.22425603099338595,0.10272126210249809,0.9362924061099756,2.6237685277697214,-0.45895609549991156,2.623768527769721,2.623768527769721,0.9549731142761427,0.6866461965891301,0.329097122219526,1.1538370302412315,1
256,-0.7196728435845899,-0.6069326019016883,-0.6407382034871406,-0.6732942042889871,0.3420172759356363,0.5173696334920462,-0.017173950024674242,-0.3580034492596652,0.05217657501007681,-0.3580034492596658,-0.3580034492596648,-0.890867176158152,-0.7359215786858201,-0.5075873373172092,-0.8618289715708394,0
107,-0.33670766165891963,-0.28701907797867465,-0.24942630753929482,-0.2127407879419861,-0.6505960564324287,-0.5846912238856402,-0.3219694172187086,0.49591070703806117,0.39265352755771177,0.49591070703806034,0.49591070703806134,-0.05392640167599943,-0.0009541244162567821,0.060960305032404245,-0.2340341920437587,1
34,-0.3237328850035143,-0.3169719696853807,-0.25699195106997313,-0.32201755309341024,-0.842812798176876,-0.5740165541490702,0.7037155917693824,-0.47759518421511404,0.47221304985166485,-0.47759518421511515,-0.4775951842151141,-0.7111012763907554,-0.5623138817432352,-0.3523550737723619,-0.7866313933817997,1
181,2.4290124718545534,2.4095732003945045,2.435956832321916,2.390642069190425,-0.8067246747268316,-1.2540083147988237,0.11580273120719872,-0.32445942604045774,-0.2728821514855698,-0.3244594260404585,-0.32445942604045774,2.6402154034531717,2.5748087390743017,2.3325525778621468,0.43974976253588643,0
290,0.5434844449964727,0.5138047627908982,0.3440563960894467,0.30224166851875184,0.4316677720852204,0.7304326182906589,-1.1514948790783532,-0.8662683228203113,-0.4111726109609696,-0.8662683228203122,-0.8662683228203107,0.31434040608574176,0.6556783371345071,1.0119981685209878,-1.3051355419321509,0
244,-1.287633228145392,-1.352842807875633,-1.4221010547943853,-1.446186573904045,1.3840143561827094,1.3566513833083915,-1.1691517337715556,2.22342790282741,-1.2466605792150145,2.2234279028274084,2.2234279028274093,0.15314400521915392,-0.7602281946511977,-1.7777468277873159,4.406284697956656,0
197,0.28064058242890905,0.24173266312165137,0.27512497725437984,0.26162923089542545,0.18816790754334148,0.24469613151088504,-1.2420497582076284,-0.9085629607923584,-0.776801083761024,-0.9085629607923595,-0.9085629607923579,0.3272839084357777,0.6513400677027108,0.9877603741912785,-1.2365717068498192,0
279,1.3089962676653801,1.2468185848355668,1.2304976297672199,1.216649542429525,-0.33871869482730765,-0.34596473221740526,-0.13378700811235208,1.137622455579479,0.11341695408784042,1.137622455579478,1.137622455579479,1.1053469414155606,1.4803495114636378,1.8228476482162723,-1.219861785107042,0
253,-1.1980654151048526,-1.1103075875282766,-1.155201963573245,-1.0266642801043222,0.8411730044973039,0.8895357894102836,0.599155385271604,-0.2690388659391489,0.6963904508512562,-0.2690388659391498,-0.2690388659391486,-1.2831100138993456,-1.4497822752943086,-1.5509933204021535,0.7026164795176209,0
19,0.061743544016750564,0.15104196323190208,0.16122001076472847,0.2180859988044366,0.055591538237388674,0.18220362969066323,0.9163766949549167,-0.1239245046212564,0.6547612698959552,-0.12392450462125747,-0.12392450462125651,-0.19726618966616927,-0.061997575144498385,0.09994276116200823,-0.6094955367481542,1
14,-1.4173809946994438,-1.4580939412339196,-1.3683009230206757,-1.383802520235224,-0.9864055420096846,-0.8148850274126415,0.2572600492773466,-0.6431276466229553,-0.07847905270402783,-0.6431276466229564,-0.6431276466229554,-1.4566803897145548,-1.5691462204052988,-1.5993731273304774,0.3924321178493556,1
91,-0.0018747157129786552,-0.0270113374690731,-0.06616960868509367,-0.08252977659296978,-0.1780315767286886,-0.18574903951712415,-0.6091038095985243,-0.27122651962735744,-0.4247310890890666,-0.2712265196273585,-0.27122651962735694,-0.03947633857491341,0.12490184090827072,0.3087907425580655,-0.6976027264131948,1
296,1.0921919351653842,1.1540478230217415,1.0585893962090362,0.9918157382673978,1.7775648392800365,1.4308278787426567,0.778297685627461,1.4963976604458187,0.5691455065135412,1.4963976604458178,1.4963976604458178,0.9403647515599066,0.8242554876083077,0.6355774164707223,0.5475344985552937,0
168,-1.3470660760507966,-1.3674032413441708,-1.3947806753780485,-1.4277644372501648,0.9900839981016979,1.036275372285147,-0.6000749257160642,-0.4520725578526677,0.2567213768144005,-0.45207255785266837,-0.45207255785266787,-1.49534626632669,-1.5104411276686647,-1.4307551684407378,-0.14803356030223197,0
44,-1.3240463110170133,-1.2738004547607142,-1.230438085350543,-1.1824150718143989,0.13194640995800905,0.20058792296015332,0.17499286870454026,-0.21872283111033386,0.8644130765018012,-0.21872283111033433,-0.21872283111033372,-1.5449531199050297,-1.5279172768690883,-1.4095880580725209,-0.3317167109490121,1
280,-0.1985890714562185,-0.164295424458142,-0.10357751280900221,-0.11644325543306723,0.5927347651675241,0.4837674545287805,-1.576954958949556,0.004417845087027136,-1.518228989297921,0.004417845087026683,0.004417845087027248,0.5353437544050171,0.580266291905215,0.5953358469457489,-0.118525407446883,0
238,0.9410985683072777,0.894456094896955,0.7895887373404846,0.7230200170903293,-0.43330756576479257,-0.4016109473874336,-0.2581407815468907,0.7730135075445875,0.6120949070704856,0.7730135075445866,0.7730135075445876,0.7145434045968568,0.8226709423903115,0.8959245489664425,-0.3382931060872521,0
120,-0.06465589307784259,-0.09565338096360815,-0.03800860220979273,-0.09090347507200688,-0.6380601819708344,-0.524622609581645,-0.2291323491263403,1.1543944671890896,-0.793227489998582,1.15439446718909,1.1543944671890891,-0.04140650722057439,0.04429002593448573,0.14149996599252113,-0.3704741775154081,1
259,-1.4897886192602539,-1.5566888764351607,-1.6330984465944058,-1.6894425147200518,0.09509853654059525,0.06232061981490423,-1.4190246249100371,-0.04006444657323896,-0.9376642755184449,-0.04006444657324002,-0.04006444657323907,-1.455287044380855,-1.3501866855728815,-1.1404795778292511,-0.7743760435646728,0
