,open,high,low,close,tick_volume,real_volume,RSI,ATR,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
19,-1.5851205478314905,-1.591010655080166,-1.5363079782344735,-1.3701639444419385,-0.0229144618045442,0.3134697547351313,-1.098377051149097,-0.7654683222921125,-0.7654683222921117,-0.7654683222921104,-0.6087303854719498,-0.9659758161189442,-0.8552771852859636,0.2338188065277165,1
26,-0.3951022342153227,-0.5267338646424262,-1.180478284891772,-1.193901648071518,3.681861561497296,2.979433062056775,-1.0647143879611118,0.459508896113579,0.4595088961135807,0.4595088961135798,-0.5816036737626094,-0.5817198939718613,-0.2975575563429012,-0.1962493722763667,0
32,-0.0127886583476887,-0.0112247942741464,0.1260008876799355,0.0068852459519711,0.5229283553869637,0.9474513911970796,-0.1190372948010172,-0.6572145215958013,-0.6572145215957998,-0.6572145215958001,-0.2076370563625069,0.1302744399982708,0.4084168063954759,-0.4766869679239772,0
17,-1.5151194705599536,-1.591010655080166,-1.5469297601252985,-1.36465574768036,0.3001428921793536,0.4229683133040948,-1.0857040492887011,-0.8509318491576289,-0.850931849157628,-0.8509318491576268,-0.608525017045424,-1.0114424166030698,-0.9247231239506898,0.2905791162466825,1
30,0.5526046580762843,0.5597153589294329,0.6039810727671447,0.728459021718381,-0.1250295858671609,-0.0467659763983372,0.159317345939479,-0.6002388370187715,-0.6002388370187705,-0.6002388370187696,0.3888364779316521,1.272938517443015,1.5451594571147789,-0.9144375375690702,0
36,0.2779850472417853,0.193870212216458,-0.0067713859554005,-0.0316721313790585,0.4702118833979594,0.4570846085553823,-0.6694564757639092,0.0948645148207143,0.0948645148207153,0.094864514820716,0.3271383809926276,0.9230982859401764,1.074819129889975,-0.6001192511776823,0
33,1.236461336036704,1.1694572701177175,1.1722464039263834,1.2902950913990978,-0.9259758898865776,-0.6587184487867946,1.2272880012204828,1.547744471534447,1.5477444715344475,1.5477444715344484,1.5257371208289057,-0.0752724830237179,-1.6579492831698257,2.4449067283152464,0
28,2.555712407692637,2.6106654238354903,2.600876068242598,2.5737049368462204,-0.9746372486456584,-2.257369217230208,2.0172639597258977,-0.2298968872682354,-0.2298968872682342,-0.2298968872682338,1.9660562132175208,2.246050063915725,1.4316517821044434,0.299084967807823,0
4,-1.3697326177652165,-1.5023209225436898,-1.376981249872068,-1.271016402733577,-0.5531512371718015,-0.0661586208647209,-1.0768005326778736,-0.6002388370187874,-0.600238837018786,-0.6002388370187851,-0.6524638181650408,-0.7828464530578882,-0.5321636180472552,-0.0608906802440601,1
14,0.0195195311622536,-0.094371418527098,0.0091612868808404,-0.037180328140633,-0.2973104570293612,-0.1460704071880259,-0.7329684852110746,0.8469435512372387,0.8469435512372386,0.8469435512372399,0.500889624114474,1.1643238607309363,1.2664124981300116,-0.6202584527359125,1
10,-0.0504815461092869,0.0331200719940917,0.0622701963349718,-0.0757377054716626,0.4810255186777551,0.3433177889510458,0.841750462950505,-0.6800047954266042,-0.6800047954266027,-0.680004795426604,-1.1950853607974103,-1.235302275931146,-0.6723045249149552,-0.358770074775795,1
35,2.604174691957551,2.566320557567252,2.659295868642146,2.661836085031429,-1.5935949861948762,-2.257471105338898,2.0899266235792147,-0.5261704470686827,-0.5261704470686821,-0.5261704470686812,2.130691509275977,2.3875017098663243,1.480526770169258,0.3767711385872985,0
23,-0.1527908128907661,-0.1054576350941555,0.0304048506624937,0.0840000006140303,-0.2696619577344289,0.058076029535349,-0.4797822060092895,-0.0760625389103104,-0.0760625389103085,-0.0760625389103088,0.3928675725382214,0.9875093032926832,1.1064198490430464,-0.5763623451284321,0
24,-0.4327951219769209,-0.3382681830024119,-0.3466684064618612,-0.4172459046893508,-0.2438566917258255,0.1388403549194894,0.5457864913293147,-1.073137019007967,-1.073137019007966,-1.073137019007966,-1.407744803424133,-1.3132901253726617,-0.5759568849759508,-0.5997265188049746,0
34,-0.3789481394603554,-0.3992423741212404,-0.277626824171485,-0.3786885273583212,-0.4102392163717736,-0.1293925299614453,0.6321718159963587,-0.9079075337346464,-0.9079075337346448,-0.907907533734645,-1.30253708127338,-1.294661448785424,-0.6540087197222932,-0.4558089285221083,0
20,0.9726111217055204,1.2470607860871366,1.071339475963529,1.218688533498613,0.3210328694244135,0.0982956401369028,1.165153941677784,1.9009937159119048,1.9009937159119064,1.9009937159119064,1.370696241983819,-0.1759936327072896,-1.6545033758322962,2.3327504712958733,0
18,1.2095378447784213,1.2193452446694886,1.3050186775617194,1.3949508298690336,-1.1126339806821426,-0.593980810079311,1.692078346765631,2.527726246258995,2.5277262462589984,2.5277262462589976,0.7281391899596787,-0.5040477848114892,-1.5041135762295028,1.7496298402689705,1
25,0.8164548724074718,0.6594913080329707,0.5030741448042905,0.5577049221095349,0.9936901367153442,0.5243320646362776,-0.0814225684226262,-0.6287266793072784,-0.6287266793072774,-0.6287266793072777,0.4145370245887566,1.227787657240026,1.4504053233005705,-0.8236364244295709,0
6,-0.5404890870100598,-0.6209667054624353,-0.4528862253701315,-0.4998688561129846,-0.4412055355820978,0.0710851077159536,-1.0135390165096312,-1.6201035909472477,-1.6201035909472463,-1.6201035909472463,0.1817930012005614,0.3310852588031475,0.3203005427837086,-0.1198932079634766,1
13,1.4787727573612646,1.5685610665318692,1.4377909511970557,1.3398688622532766,-1.1667021570811211,-2.257431175768371,0.9450802777895132,0.2202110208901368,0.2202110208901378,0.2202110208901385,2.094068756114169,0.7630179634023201,-0.9562516971612216,2.265343436117576,1
7,1.31723180981156,1.258147002654198,1.347505805125026,1.4114754201537612,-1.324605808609957,-0.6947722732861711,1.6661580489109489,1.6958812514346744,1.695881251434676,1.695881251434676,1.154001592774797,-0.2918703158855811,-1.6117725253965038,2.143673333774108,1
38,0.008750134658942,0.1328960210976295,0.1950424699703079,0.282295084030753,0.0627344449002015,0.2207744660426332,0.6269203809205659,-1.3637130103507067,-1.3637130103507056,-1.363713010350705,-0.2470339227162948,0.1192235301583762,0.4314390006943009,-0.5240197745622307,0
1,-1.2189610667188235,-1.3692863237389714,-1.1751673939463596,-1.3095737800646068,-0.1142159505873651,0.3954614875459506,-1.1685714072659814,-0.9136051021923424,-0.9136051021923416,-0.91360510219234,-1.5635619222768005,-1.432955691924628,-0.6005750426700935,-0.6999013141111207,1
