,open,high,low,close,tick_volume,real_volume,RSI,ATR,upper_gap,lower_gap,BB_UPPER,BB_MIDDLE,BB_LOWER,Bandwith,buy
19,-0.9524016190215004,-0.8015268979315362,-0.8340586552107915,-0.9283127494932356,2.522357505522712,1.5412934892915686,0.7893756657660241,-0.3834045792683824,-0.3834045792683808,-0.3834045792683828,-1.329590393940567,-1.4571989433952384,-1.3539882670634142,-0.0805562706849934,1
26,1.7352781932024706,1.7181705046650158,1.6068744738208791,1.4913048556540351,2.383487305291752,2.600260911647313,2.3221445598509045,1.7802407221164416,1.780240722116442,1.7802407221164405,1.2042399179746963,-0.1054299591264129,-1.5814583628928176,3.591819771248806,0
32,1.807141289785999,1.6495294857520575,1.4019999905688196,1.295119644425879,1.154054515676414,1.5744745548013743,1.1909165407131996,3.388467497858418,3.388467497858419,3.388467497858418,1.6548435567798243,0.4808794798335574,-0.9404387189900592,3.321880223890325,0
17,-0.969648762201548,-1.0732309311286683,-0.8867406651898901,-1.0650478967128585,-0.1475593949629256,0.0661511138998736,-1.6246055642081216,-1.278706083289693,-1.2787060832896922,-1.2787060832896944,-0.8548524585539125,-0.6732653029947839,-0.3511725394014698,-0.7124440456575255,1
30,-0.871914950847948,-0.79294677056742,-0.6935732952665216,-0.7559075638684919,0.0517232652555145,0.3220740873028669,-0.770379270795769,-0.2894531868710902,-0.2894531868710897,-0.289453186871091,-0.7741484736188675,-0.5838117899196298,-0.267009927765436,-0.7076802665259345,0
36,0.6142138864994214,0.5055125038693993,-0.3452866737380226,-0.2535545229963934,2.331705196731055,1.2872368018271338,0.2775297781270786,1.0756052791367066,1.0756052791367066,1.0756052791367057,-0.4679090490898582,-0.3181251328784799,-0.0929442456251155,-0.5084290992644727,0
33,1.111506514857441,1.0002998485336505,0.7581087574909204,0.7392615459460994,0.8245320066537964,-1.4494456485743104,-0.7077845689064468,0.3599167311690643,0.3599167311690648,0.3599167311690636,0.8769354008621597,1.332754035735397,1.6252005968276615,-0.8176612317260896,0
28,-0.621831374737271,-0.7672063884750592,-0.6730858469413177,-0.7469900542672117,-0.3374271263521481,-0.0770420586779039,-0.8595307100870612,0.2328060238080127,0.2328060238080131,0.2328060238080131,-0.6367806004867954,-0.50274454369527,-0.2640088913970644,-0.5233488099638435,0
4,-1.630789250770011,-1.6509595069794138,-1.5306318982677891,-1.5584834279836808,-0.7524685722401594,-0.0724104001442556,-1.8859586206639416,-0.7039446239179956,-0.703944623917995,-0.7039446239179964,-0.9883483740447006,-1.0640167222021484,-0.9686809563179228,-0.1069653389609107,1
14,0.709073173989683,0.7543361974288788,0.901520895767364,0.8908592091678587,-0.3193818460961476,0.0874669600484802,0.2661537517922803,-0.3309023305757707,-0.3309023305757699,-0.3309023305757709,1.3437231998832804,1.1815581522224985,0.7948424928734574,0.7682143863672861,1
10,0.8987917489701976,0.8229772163418368,1.0390794773794605,1.006786833984497,-0.1310832695117947,0.2070795416799482,0.5539375721337325,-1.107382955976969,-1.1073829559769688,-1.1073829559769697,1.3182170942132057,1.219357123100723,0.8984045200861954,0.6108879688347909,1
35,0.9649057978270412,1.0146000608071826,1.030299142382943,1.2148620580143572,-1.1620179763111271,-1.4495678811080814,0.3977716304357758,0.3709698361569835,0.370969836156984,0.3709698361569828,0.8794980164025243,1.3252185495796032,1.607432036466294,-0.793446434027877,0
23,-1.0990023360519003,-1.2419734359563614,-1.1911256117358076,-1.332573184751256,0.5530682254113543,0.5114850819101603,-1.398155451513999,-0.6569689277193473,-0.6569689277193458,-0.6569689277193473,-0.97892314992884,-0.973712428431989,-0.8015298194288581,-0.3095330757032731,0
24,0.9189134160135836,1.1061214193577933,1.059566925704664,1.0246218531870532,-1.0482542529580805,-1.4496282203801918,-0.0231920472961135,0.4538681235663625,0.453868123566363,0.4538681235663608,0.8797006940280473,1.325340089678894,1.6074402674590975,-0.7931954159261306,0
34,1.3587155671047797,1.4378863441037677,1.238100403967172,1.2624221092211865,-0.6512580873260697,-1.4495323327882728,0.9972040320480352,-0.9664558673810216,-0.9664558673810214,-0.9664558673810224,1.287247711176615,1.3453942060612338,1.1820315325241737,0.2313177292999566,0
20,0.1399174490481346,0.0765061356634023,0.1376317510704029,0.1180083770569343,0.7499971534224901,0.5992311717038729,0.9578819254796824,-0.7951327400683009,-0.7951327400683008,-0.7951327400683015,-0.4019050613549973,-0.4530346430869281,-0.4340166178060688,0.0106556528751231,0
18,-1.35196043602592,-1.4364563228764151,-1.3081967450226957,-1.481198344772587,-0.7603143462645074,-0.3487637555644226,-2.5440949456578776,-1.1018564034830192,-1.1018564034830192,-1.1018564034830205,-0.8190701864063197,-0.7571279715027418,-0.5572046297878394,-0.4016658522255447,1
25,0.1341684013214534,0.1051065602104671,0.1493388643990896,0.0704483258501093,0.8268857388611008,0.6840960974391542,0.8608767800155899,-0.8890841324656,-0.889084132465599,-0.8890841324656008,-0.4285687474910583,-0.4975183194259362,-0.4912342128946066,0.0472012088608884,0
6,-1.1938616235421575,-0.9502491055762848,-1.015518911805469,-0.8361651502800095,-0.7791442039229427,-0.3601181302344104,-0.0730165210690955,-1.0189581160736358,-1.0189581160736358,-1.018958116073637,-0.7696399349988425,-0.8112133156854069,-0.720143347029371,-0.1255272012155835,1
